activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
AB-SUB-B01-GR-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.GF,29-Apr-26,19-May-26,23-Sep-26,15-Oct-26,12,0,0%,
AB-SUB-B01-GR-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.GF,29-Apr-26,19-May-26,23-Sep-26,15-Oct-26,12,0,0%,
AB-APP-B04-BAS1-1030,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.1stB,29-Apr-26,12-May-26,19-Aug-26,2-Sep-26,12,0,0%,
AB-APP-B04-BAS1-1040,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.1stB,29-Apr-26,12-May-26,19-Aug-26,2-Sep-26,2,0,0%,
AB-APP-B04-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.1stB,29-Apr-26,12-May-26,19-Aug-26,2-Sep-26,2,0,0%,
AB-APP-B04-BAS1-1020,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.1stB,29-Apr-26,12-May-26,19-Aug-26,2-Sep-26,2,0,0%,
CON-B04-GR-1040,Shuttering for Slabs & Beams (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,30-Apr-26,6-May-26,20-Aug-26,26-Aug-26,12,0,0%,
CON-B03-GR-1050,Shuttering for Stairs  (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,30-Apr-26,5-May-26,18-Aug-26,23-Aug-26,12,0,0%,
AB-SUB-B04-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.GF,30-Apr-26,20-May-26,20-Aug-26,10-Sep-26,2,0,0%,
CON-B02-SOG-1010,Soil Compaction Test (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,2-May-26,3-May-26,28-Sep-26,29-Sep-26,12,0,0%,
CON-B01-SOG-1030,Blinding Concrete works (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,2-May-26,14-May-26,28-Sep-26,12-Oct-26,3,0,0%,
E-SUB-B04-RF-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.RF,2-May-26,21-May-26,20-May-26,14-Jun-26,18,0,0%,
CON-B02-GR-1080,Pouring for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,2-May-26,3-May-26,18-Aug-26,19-Aug-26,18,0,0%,
CON-B03-GR-1060,RFT for Slabs & Beams (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,2-May-26,6-May-26,19-Aug-26,24-Aug-26,18,0,0%,
CON-B04-GR-1050,Shuttering for Stairs (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,3-May-26,9-May-26,23-Aug-26,30-Aug-26,1,0,0%,
CON-B03-GR-1070,RFT for Stairs  (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,3-May-26,6-May-26,20-Aug-26,24-Aug-26,18,0,0%,
CON-B01-1ST-1010,"RFT for Walls, Col. & Cores (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,3-May-26,10-May-26,28-Sep-26,7-Oct-26,12,0,0%,
E-APP-B04-7TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.7thF,3-May-26,13-May-26,11-Jun-26,22-Jun-26,7,0,0%,
AB-APP-B02-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.GF,3-May-26,16-May-26,19-Aug-26,2-Sep-26,18,0,0%,
CON-B02-SOG-1020,DPM Layer works (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,4-May-26,20-May-26,30-Sep-26,18-Oct-26,12,0,0%,
CON-B02-GR-1090,"Curing for Slabs, Beams Stairs (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,4-May-26,8-May-26,20-Aug-26,24-Aug-26,8,0,0%,
CON-B04-GR-1060,RFT for Slabs & Beams (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,4-May-26,9-May-26,24-Aug-26,30-Aug-26,2,0,0%,
AB-SUB-B02-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.GF,4-May-26,24-May-26,20-Aug-26,10-Sep-26,5,0,0%,
AB-APP-B03-SOG-1000,Approval for S.O.G Conc. Dim. DWGs As-Built Drawing  (B03) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.3.2,4-May-26,17-May-26,1-Sep-26,14-Sep-26,18,0,0%,
CON-B04-GR-1070,RFT for Stairs  (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,5-May-26,9-May-26,25-Aug-26,30-Aug-26,18,0,0%,
CON-B01-1ST-1020,"Shuttering for Walls, Col. & Cores (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,6-May-26,13-May-26,1-Oct-26,11-Oct-26,12,0,0%,
E-APP-B04-7TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.7thF,6-May-26,17-May-26,15-Jun-26,25-Jun-26,8,0,0%,
CON-B01-SOG-1040,Shuttering & RFT for S.O.G (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,7-May-26,24-May-26,4-Oct-26,21-Oct-26,5,0,0%,
CON-B03-GR-1080,Pouring for Slabs & Beams (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,7-May-26,9-May-26,25-Aug-26,26-Aug-26,8,0,0%,
CON-B03-GR-1090,Pouring for Stairs  (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,7-May-26,9-May-26,25-Aug-26,26-Aug-26,12,0,0%,
AB-SUB-B04-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs As-Built Drawing (B04) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB.2,7-May-26,1-Jun-26,5-Sep-26,24-Sep-26,5,0,0%,
AB-SUB-B04-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B04) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB.2,7-May-26,1-Jun-26,5-Sep-26,24-Sep-26,18,0,0%,
AB-APP-B01-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,9-May-26,21-May-26,3-Oct-26,18-Oct-26,4,0,0%,
AB-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing  (B03) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.3.2,9-May-26,21-May-26,6-Sep-26,19-Sep-26,10,0,0%,
CON-B02-GR-1100,Pouring for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,10-May-26,11-May-26,26-Aug-26,29-Aug-26,7,0,0%,
CON-B04-GR-1080,Pouring for Slabs & Beams (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,10-May-26,11-May-26,31-Aug-26,1-Sep-26,7,0,0%,
CON-B04-GR-1090,Pouring for Stairs (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,10-May-26,11-May-26,31-Aug-26,1-Sep-26,2,0,0%,
CON-B03-GR-1100,"Curing for Slabs, Beams & Stairs (B03) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,10-May-26,12-May-26,27-Aug-26,29-Aug-26,2,0,0%,
E-APP-B04-8TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.8thF,10-May-26,20-May-26,1-Feb-26,12-Feb-26,2,0,0%,
AB-SUB-B03-GR-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.GF,10-May-26,3-Jun-26,29-Aug-26,17-Sep-26,1,0,0%,
AB-SUB-B03-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.GF,10-May-26,3-Jun-26,29-Aug-26,17-Sep-26,2,0,0%,
AB-SUB-B03-GR-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.GF,10-May-26,3-Jun-26,29-Aug-26,17-Sep-26,3,0,0%,
P-MPOS-1120,P.O for Rebar Patch#7  (2nd floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,10-May-26,11-May-26,17-May-26,18-May-26,18,0,0%,
KD-MS-1040,Ground Works Finish Date,The Big - P.01 - UP-24-MAY-26.KD.MI,,11-May-26,,23-Sep-26*,18,0,0%,
CON-B04-GR-1100,"Curing for Slabs, Beams & Stairs (B04) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,12-May-26,14-May-26,2-Sep-26,4-Sep-26,18,0,0%,
AB-SUB-B04-GR-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.GF,12-May-26,6-Jun-26,2-Sep-26,22-Sep-26,18,0,0%,
AB-SUB-B04-GR-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.GF,12-May-26,6-Jun-26,2-Sep-26,22-Sep-26,18,0,0%,
AB-SUB-B04-GR-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.GF,12-May-26,6-Jun-26,2-Sep-26,22-Sep-26,12,0,0%,
AB-SUB-B02-GR-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.GF,12-May-26,6-Jun-26,30-Aug-26,19-Sep-26,12,0,0%,
AB-SUB-B02-GR-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.GF,12-May-26,6-Jun-26,30-Aug-26,19-Sep-26,12,0,0%,
AB-APP-B03-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.GF,12-May-26,25-May-26,31-Aug-26,13-Sep-26,2,0,0%,
E-APP-B04-8TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.8thF,13-May-26,24-May-26,08-Feb-26 A,18-Feb-26 A,12,0,0%,
AB-APP-B01-GR-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,13-May-26,26-May-26,8-Oct-26,22-Oct-26,12,0,0%,
AB-APP-B01-GR-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,13-May-26,26-May-26,8-Oct-26,22-Oct-26,7,0,0%,
CON-B01-1ST-1030,"Pouring for Walls, Col. & Cores (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,14-May-26,16-May-26,11-Oct-26,13-Oct-26,5,0,0%,
AB-APP-B04-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.GF,14-May-26,1-Jun-26,5-Sep-26,17-Sep-26,18,0,0%,
CON-B01-GR-1110,Dismantling Formwork (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,15-May-26,15-May-26,11-Oct-26,12-Oct-26,12,0,0%,
CON-B02-SOG-1030,Blinding Concrete works (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,16-May-26,2-Jun-26,13-Oct-26,26-Oct-26,12,0,0%,
CON-B01-SOG-1050,Pouring for S.O.G (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,16-May-26,2-Jun-26,13-Oct-26,26-Oct-26,15,0,0%,
CON-B04-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,16-May-26,20-May-26,23-Sep-26,29-Sep-26,2,0,0%,
E-APP-B04-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.RF,16-May-26,26-May-26,01-Feb-26 A,12-Feb-26 A,12,0,0%,
CON-B01-1ST-1040,"Shuttering for Slabs, Beams & Stairs (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,17-May-26,3-Jun-26,13-Oct-26,27-Oct-26,0,0,0%,
E-APP-B04-8TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.8thF,17-May-26,1-Jun-26,11-Jun-26,22-Jun-26,5,0,0%,
AB-SUB-B01-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.1stF,17-May-26,10-Jun-26,13-Oct-26,3-Nov-26,5,0,0%,
AB-APP-B02-GR-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.GF,18-May-26,4-Jun-26,5-Sep-26,17-Sep-26,18,0,0%,
CON-B04-1ST-1010,"RFT for Walls, Col. & Cores (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,19-May-26,26-May-26,27-Sep-26,5-Oct-26,18,0,0%,
E-APP-B04-RF-1010,Approval for  Beams Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.RF,19-May-26,3-Jun-26,11-Jun-26,22-Jun-26,2,0,0%,
E-APP-B04-8TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.8thF,20-May-26,4-Jun-26,15-Jun-26,25-Jun-26,12,0,0%,
P-MDEL-1110,Delivery for Rebar Patch#7  (2nd floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,20-May-26,21-May-26,27-May-26,28-May-26,7,0,0%,
CON-B01-1ST-1050,"RFT for Slabs, Beams & Stairs(B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,21-May-26,8-Jun-26,18-Oct-26,1-Nov-26,7,0,0%,
CON-B04-1ST-1020,"Shuttering for Walls, Col. & Cores (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,21-May-26,1-Jun-26,29-Sep-26,7-Oct-26,2,0,0%,
AB-APP-B04-SOG-1000,Approval for S.O.G Conc. Dim. DWGs As-Built Drawing (B04) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.2ndF.SOG,21-May-26,8-Jun-26,19-Sep-26,1-Oct-26,15,0,0%,
AB-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B04) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.2ndF.SOG,21-May-26,8-Jun-26,19-Sep-26,1-Oct-26,6,0,0%,
CON-B01-SOG-1060,Curing & Smoothing Surface for S.O.G (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,22-May-26,2-Jun-26,16-Oct-26,27-Oct-26,12,0,0%,
E-APP-B04-RF-1020,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.RF,23-May-26,7-Jun-26,15-Jun-26,25-Jun-26,12,0,0%,
CON-B04-GR-1110,Dismantling Formwork (B04) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,24-May-26,24-May-26,14-Sep-26,14-Sep-26,12,0,0%,
AB-APP-B03-GR-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.GF,24-May-26,10-Jun-26,12-Sep-26,24-Sep-26,12,0,0%,
AB-APP-B03-GR-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.GF,24-May-26,10-Jun-26,12-Sep-26,24-Sep-26,12,0,0%,
AB-APP-B03-GR-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.GF,24-May-26,10-Jun-26,12-Sep-26,24-Sep-26,7,0,0%,
CON-B02-SOG-1040,Shuttering & RFT for S.O.G (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,25-May-26,15-Jun-26,22-Oct-26,8-Nov-26,6,0,0%,
AB-SUB-B01-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB.SOG,25-May-26,18-Jun-26,22-Oct-26,11-Nov-26,1,0,0%,
CON-B03-GR-1110,Dismantling Formwork (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,26-May-26,26-May-26,14-Sep-26,14-Sep-26,1,0,0%,
AB-APP-B02-GR-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.GF,26-May-26,13-Jun-26,13-Sep-26,26-Sep-26,15,0,0%,
AB-APP-B02-GR-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.GF,26-May-26,13-Jun-26,13-Sep-26,26-Sep-26,12,0,0%,
AB-APP-B04-GR-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.GF,26-May-26,13-Jun-26,16-Sep-26,29-Sep-26,10,0,0%,
AB-APP-B04-GR-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.GF,26-May-26,13-Jun-26,16-Sep-26,29-Sep-26,2,0,0%,
AB-APP-B04-GR-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.GF,26-May-26,13-Jun-26,16-Sep-26,29-Sep-26,5,0,0%,
CON-B02-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,1-Jun-26,7-Jun-26,14-Sep-26,20-Sep-26,12,0,0%,
CON-B02-GR-1110,Dismantling Formwork (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,2-Jun-26,2-Jun-26,15-Sep-26,15-Sep-26,12,0,0%,
CON-B03-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B03) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.1stF,2-Jun-26,7-Jun-26,19-Sep-26,23-Sep-26,10,0,0%,
CON-B04-1ST-1030,"Pouring for Walls, Col. & Cores (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,2-Jun-26,3-Jun-26,7-Oct-26,10-Oct-26,2,0,0%,
AB-SUB-B01-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB.SOG,3-Jun-26,23-Jun-26,27-Oct-26,16-Nov-26,10,0,0%,
CON-B02-1ST-1010,"RFT for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,4-Jun-26,15-Jun-26,17-Sep-26,28-Sep-26,18,0,0%,
CON-B04-1ST-1040,"Shuttering for Slabs, Beams & Stairs (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,4-Jun-26,15-Jun-26,10-Oct-26,21-Oct-26,1,0,0%,
AB-SUB-B04-1ST-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.1stF,4-Jun-26,24-Jun-26,10-Oct-26,31-Oct-26,12,0,0%,
AB-APP-B01-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.1stF,4-Jun-26,17-Jun-26,27-Oct-26,10-Nov-26,12,0,0%,
CON-B03-1ST-1010,"RFT for Walls, Col. & Cores (B03) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.1stF,6-Jun-26,18-Jun-26,22-Sep-26,5-Oct-26,12,0,0%,
CON-B02-SOG-1050,Pouring for S.O.G (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,7-Jun-26,20-Jun-26,31-Oct-26,12-Nov-26,12,0,0%,
P-MPOS-1130,P.O for Rebar Patch#8  (3rd floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,7-Jun-26,8-Jun-26,7-Jun-26,8-Jun-26,18,0,0%,
CON-B02-1ST-1020,"Shuttering for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,8-Jun-26,18-Jun-26,21-Sep-26,1-Oct-26,10,0,0%,
CON-B01-1ST-1060,"Pouring for Slabs, Beams & Stairs (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,9-Jun-26,11-Jun-26,1-Nov-26,4-Nov-26,12,0,0%,
CON-B04-1ST-1050,"RFT for Slabs, Beams & Stairs (B04) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.1stF,9-Jun-26,20-Jun-26,14-Oct-26,26-Oct-26,12,0,0%,
CON-B03-1ST-1020,"Shuttering for Walls, Col. & Cores (B03) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.1stF,10-Jun-26,23-Jun-26,27-Sep-26,11-Oct-26,12,0,0%,
CON-B02-SOG-1060,Curing & Smoothing Surface for S.O.G (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,11-Jun-26,20-Jun-26,3-Nov-26,12-Nov-26,2,0,0%,
CON-B01-1ST-1070,"Curing for Slabs, Beams & Stairs (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,12-Jun-26,14-Jun-26,4-Nov-26,7-Nov-26,2,0,0%,
AB-SUB-B01-1ST-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.1stF,13-Jun-26,4-Jul-26,4-Nov-26,25-Nov-26,15,0,0%,
AB-SUB-B01-1ST-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.1stF,13-Jun-26,4-Jul-26,4-Nov-26,25-Nov-26,18,0,0%,
AB-SUB-B01-1ST-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.1stF,13-Jun-26,4-Jul-26,4-Nov-26,25-Nov-26,12,0,0%,
AB-APP-B01-SOG-1000,Approval for S.O.G Conc. Dim.DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB.1,13-Jun-26,25-Jun-26,5-Nov-26,18-Nov-26,18,0,0%,
CON-B01-2ND-1000,"Scaffolding works for Walls, Col. & Cores (B01) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.2ndF,14-Jun-26,18-Jun-26,5-Nov-26,11-Nov-26,12,0,0%,
CON-B01-2ND-1010,"RFT for Walls, Col. & Cores (B01) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.2ndF,16-Jun-26,23-Jun-26,8-Nov-26,16-Nov-26,3,0,0%,
AB-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB.1,17-Jun-26,1-Jul-26,10-Nov-26,23-Nov-26,12,0,0%,
AB-APP-B04-1ST-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (1st),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.1stF,18-Jun-26,2-Jul-26,24-Oct-26,7-Nov-26,18,0,0%,
CON-B01-2ND-1020,"Shuttering for Walls, Col. & Cores (B01) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.2ndF,20-Jun-26,27-Jun-26,11-Nov-26,19-Nov-26,12,0,0%,
