project_id,activity_id,update_date,planned_progress,actual_progress,planned_value,earned_value,actual_cost,notes
The Big -P.01-UP-20-April-26,AB-APP-B02-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-7TH-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-8TH-1040,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-8TH-1060,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-8TH-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-7TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-7TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-7TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-8TH-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-8TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-8TH-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-8TH-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1040,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-RF-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,HO-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-8TH-1060,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-8TH-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-8TH-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1060,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-8TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-8TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-8TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-8TH-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-8TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-8TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-8TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1040,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-RF-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-8TH-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1060,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-8TH-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-8TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-8TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1070,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-9TH-1080,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-RF-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,HO-1040,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,HO-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,HO-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,HO-1000,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,KD-MS-1050,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
